ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"Product Brand","Product Brands","Product Model","Product Qty","Image URL","Image Alt Text","Attachment URL","Product Type",Tags,"Product categories","Product tags",_total_stock_quantity,wc_ps_subtitle,"Author Username","Author First Name","Author Last Name",Weight,Length,Width,Height,Up-Sells,Cross-Sells,"Tax Status"
28010,"HS130 Stereo Headset Pink","<p style=""direction: rtl; text-align: right;""><strong>سماعات اذن لون وردي HS130</strong>
رقم الموديل: HS1303PE
ملاحظات:
صوت واضح وطبيعي عالي الجودة
تصميم خفيف ومريح
البعيد مريحة
التحكم في مستوى الصوت
مجموعة من الألوان المتاحة
نظرة عامة:
تسمح لك سماعة الرأس الستريو HS130 من سامسونج بالاتصال بحرية وعدم تعرضها للموجات المنبعثة من هاتفك المحمول. فهو يسمح لك بإدارة مكالماتك والاستماع إلى الموسيقى من هاتفك المحمول.</p>
<p style=""text-align: left;""><strong>HS130 Stereo Headset Pink</strong></p>
<p style=""text-align: left;"">Model number : HS1303PE</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<p class=""jsx-2085878247 sectionHeading""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"">Clear &amp; natural high-quality sound</li>
 	<li class=""jsx-2085878247"">Light &amp; comfortable design</li>
 	<li class=""jsx-2085878247"">Convenient remote</li>
 	<li class=""jsx-2085878247"">Volume control</li>
 	<li class=""jsx-2085878247"">Range of colours available</li>
</ul>
</div>
<div class=""jsx-2085878247 overviewSection"">
<p class=""jsx-2085878247 sectionHeading""><strong>Overview</strong></p>
The Samsung HS130 Stereo Headset allows you to communicate freely and not be exposed by the waves emitted from your mobile. It allows you to manage your calls and listen to music from your mobile phone.

</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/hs130-stereo-headset-pink/,0,,87,100,87,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/pinka-3.jpg|https://loozaa.com/wp-content/uploads/2019/01/pinka-1.jpg|https://loozaa.com/wp-content/uploads/2019/01/pinka-5.jpg|https://loozaa.com/wp-content/uploads/2019/01/pinka-4.jpg,|||,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات اذن لون وردي HS130",ShapoorTrdgLLC,Shapoor,LLC,0.09,18,24,2,|||||||,,taxable
28016,"HS130 Stereo Headset Blue","<p style=""direction: rtl; text-align: right;""><strong>سماعات اذن لون أزرق HS130</strong>
رقم الموديل: HS1303LE
يسلط الضوء
سماعة سامسونج HS130 بدون استخدام اليدين
هلامات الأذن صغيرة ومتوسطة وكبيرة
متوافق مع معظم الهواتف المحمولة مع موصل 3.5 ملم
جهاز تحكم عن بعد متعدد الوظائف مع ميكروفون
نظرة عامة
تسمح لك سماعة الرأس الستريو HS130 من سامسونج بالاتصال بحرية وعدم تعرضها للموجات المنبعثة من هاتفك المحمول. فهو يسمح لك بإدارة مكالماتك والاستماع إلى الموسيقى من هاتفك المحمول.</p>
<p style=""text-align: left;""><strong>HS130 Stereo Headset Pink</strong></p>
<p style=""text-align: left;"">Model number: HS1303LE</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<p class=""jsx-2085878247 sectionHeading""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"">Samsung HS130 Hands-Free Headset</li>
 	<li class=""jsx-2085878247"">Small, medium and large ear gels</li>
 	<li class=""jsx-2085878247"">Compatible with most mobile phones with a 3.5mm connector</li>
 	<li class=""jsx-2085878247"">In-line multifunction remote with microphone</li>
</ul>
</div>
<div class=""jsx-2085878247 overviewSection"">
<p class=""jsx-2085878247 sectionHeading"" style=""text-align: left;""><strong>Overview</strong></p>
<p style=""text-align: left;"">The Samsung HS130 Stereo Headset allows you to communicate freely and not be exposed by the waves emitted from your mobile. It allows you to manage your calls and listen to music from your mobile phone.</p>

</div>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/hs130-stereo-headset-blue/,0,,87,100,87,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/bluea-3.jpg|https://loozaa.com/wp-content/uploads/2019/01/bluea-4.jpg|https://loozaa.com/wp-content/uploads/2019/01/bluea-2.jpg|https://loozaa.com/wp-content/uploads/2019/01/bluea-1.jpg,|||,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات اذن لون أزرق HS130",ShapoorTrdgLLC,Shapoor,LLC,0.09,18,24,2,|||||||,,taxable
28022,"HS130 Stereo Headset Green","<p style=""direction: rtl; text-align: right;""><strong>سماعات اذن لون أخضر HS130</strong>
رقم الموديل: HS1303GE
ملاحظات:
صوت واضح وطبيعي عالي الجودة
تصميم خفيف ومريح
البعيد مريحة
التحكم في مستوى الصوت
مجموعة من الألوان المتاحة
نظرة عامة:
تسمح لك سماعة الرأس الستريو HS130 من سامسونج بالاتصال بحرية وعدم تعرضها للموجات المنبعثة من هاتفك المحمول. فهو يسمح لك بإدارة مكالماتك والاستماع إلى الموسيقى من هاتفك المحمول.</p>
<p style=""text-align: left;""><strong>HS130 Stereo Headset Green</strong></p>
<p style=""text-align: left;"">Model number: HS1303GE</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<p class=""jsx-2085878247 sectionHeading""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"">Clear &amp; natural high-quality sound</li>
 	<li class=""jsx-2085878247"">Light &amp; comfortable design</li>
 	<li class=""jsx-2085878247"">Convenient remote</li>
 	<li class=""jsx-2085878247"">Volume control</li>
 	<li class=""jsx-2085878247"">Range of colours available</li>
</ul>
</div>
<div class=""jsx-2085878247 overviewSection"">
<p class=""jsx-2085878247 sectionHeading"" style=""text-align: left;""><strong>Overview</strong></p>
<p style=""text-align: left;"">The Samsung HS130 Stereo Headset allows you to communicate freely and not be exposed by the waves emitted from your mobile. It allows you to manage your calls and listen to music from your mobile phone.</p>

</div>
</div>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/hs130-stereo-headset-green/,0,,84,100,84,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/green-2.jpg|https://loozaa.com/wp-content/uploads/2019/01/green-4.jpg|https://loozaa.com/wp-content/uploads/2019/01/green-3.jpg|https://loozaa.com/wp-content/uploads/2019/01/green-1.jpg,|||,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات اذن لون أخضر HS130",ShapoorTrdgLLC,Shapoor,LLC,0.09,18,24,2,|||||||,,taxable
28028,"HS130 Stereo Headset White","<p style=""direction: rtl; text-align: right;""><strong>سماعات اذن لون أبيض HS130</strong>
رقم الموديل: HS1303WE
ملاحظات:
سهل وممتع للاستعمال
متين
خفيفة الوزن ومدمجة</p>
<p style=""text-align: left;""><strong>HS130 Stereo Headset White</strong></p>
<p style=""text-align: left;"">Model number: HS1303WE</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<p style=""text-align: left;""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Easy and fun to use</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Durable</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Lightweight and Compact</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/hs130-stereo-headset-white/,0,,84,100,84,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/whitess.jpg,,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات اذن لون أبيض HS130",ShapoorTrdgLLC,Shapoor,LLC,0.09,18,24,2,|||||||,,taxable
28031,"IG935 In-Ear Earphones Black","<p style=""direction: rtl; text-align: right;""><strong>سماعات اذن لون أسود IG935
</strong>رقم الموديل: IG935BB
ملاحظات:
سهل وممتع للاستعمال
متين
خفيفة الوزن ومدمجة</p>
<p style=""text-align: left;""><strong>IG935 In-Ear Earphones Black</strong></p>
<p style=""text-align: left;"">Model number: IG935BB</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">

<strong>Highlights</strong>
<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Easy and fun to use</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Durable</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Lightweight and Compact</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/ig935-in-ear-earphones-black/,0,,99,110,99,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/blkklb-3.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkklb-2.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkklb-1.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkklb-7.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkklb-6.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkklb-5.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkklb-4.jpg,||||||,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات اذن لون أسود IG935",ShapoorTrdgLLC,Shapoor,LLC,0.005,,,,|||||||,,taxable
28040,"IG935 In-Ear Earphones White","<p style=""direction: rtl; text-align: right;""><strong>سماعات اذن لون أبيض IG935</strong>
رقم الموديل: IG935BW
ملاحظات:
سهل وممتع للاستعمال
متين
خفيفة الوزن ومدمجة</p>
<p style=""text-align: left;""><strong>IG935 In-Ear Earphones White</strong></p>
<p style=""text-align: left;"">Model number: IG935BW</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">

<strong>Highlights</strong>
<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Easy and fun to use</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Durable</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Lightweight and Compact</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/ig935-in-ear-earphones-white/,0,,99,110,99,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/whitet.jpg,,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات اذن لون أبيض IG935",ShapoorTrdgLLC,Shapoor,LLC,0.005,,,,|||||||,,taxable
28043,"Level U Wireless Headphones Black","<p style=""direction: rtl; text-align: right;""><strong>سماعات وايرلس Level U</strong>
رقم الطراز: EO-BG920BBEGAE
ملاحظات:
سماعة مريحة
سماعات أذن مغناطيسية
مفصل يوريتان مرن لارتداء حول عنقك
مكبر صوت كبير 12 ملم
جيلي سماعات الأذن للراحة في الأذن
نظرة عامة:
استمع إلى الموسيقى عالية الجودة أينما ذهبت مع سماعات سامسونج Level U هذه. فهي لاسلكية ، لذلك لا داعي للقلق بشأن جعلها متشابكة. أنها تسمح لك بتعزيز تجربة الاستماع الخاصة بك دون أي ضجيج خارجي.</p>
<p style=""text-align: left;""><strong>Level U Wireless Headphones Black</strong></p>
<p style=""text-align: left;"">Model number : EO-BG920BBEGAE</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<p class=""jsx-2085878247 sectionHeading""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"">Comfortable headset</li>
 	<li class=""jsx-2085878247"">Magnetic earbuds</li>
 	<li class=""jsx-2085878247"">Flexible urethane joint to wear around your neck</li>
 	<li class=""jsx-2085878247"">Large 12 mm speaker</li>
 	<li class=""jsx-2085878247"">Wing ear gels for in-ear comfort</li>
</ul>
</div>
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<p class=""jsx-2085878247 sectionHeading"" style=""text-align: left;""><strong>Overview</strong></p>
<p style=""text-align: left;"">Listen to high-quality music wherever you go with these Samsung Level U headphones. They are wireless, so you don't have to worry about getting them tangled. They allow you to enhance your listening experience without any outside noise.</p>

</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/level-u-wireless-headphones-black/,0,,189,200,189,instock,5,Samsung,,,,https://loozaa.com/wp-content/uploads/2019/01/bluee-1.jpg|https://loozaa.com/wp-content/uploads/2019/01/bluee-3.jpg|https://loozaa.com/wp-content/uploads/2019/01/bluee-2.jpg|https://loozaa.com/wp-content/uploads/2019/01/bluee-4.jpg,|||,,simple,visible,"Electronics>Computer Accessories|Electronics>Headphones",#earphones|#mobileaccessories,5,"سماعات وايرلس Level U",ShapoorTrdgLLC,Shapoor,LLC,,,,19.8,|||||||,,taxable
28049,"SoundSport Free Wireless Orange","<p style=""direction: rtl; text-align: right;""><strong>سماعات وايرلس لون برتقالي SoundSport</strong>
رقم الموديل: 774373-0030
ملاحظات:
لاسلكية حقا لحرية الحركة الكاملة
يقدم أداء صوت مذهل واضح وفعال
براعم الأذن عرق ومقاومة للطقس (مع تصنيف IPX4)
توفر نصائح StayHear Plus Sport نوبة مريحة وآمنة
ما يصل إلى 5 ساعات من وقت التشغيل مع كل عملية شحن وما يصل إلى 10 ساعات إضافية مع حالة الشحن</p>
<p style=""text-align: left;""><strong>SoundSport Free Wireless Headphones Orange</strong></p>
<p style=""text-align: left;"">Model number : 774373-0030</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<p class=""jsx-2085878247 sectionHeading"" style=""text-align: left;""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Truly wireless for total freedom of movement</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Offers a stunning sound performance that is clear and powerful</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Ear-buds are sweat and weather resistant (with an IPX4 rating)</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">StayHear Plus Sport tips provide a comfortable and secure fit</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Up to 5 hours of play time with each charge and up to an additional 10 hours with the charging case</li>
</ul>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/soundsport-free-wireless-orange/,0,,799,840,799,instock,5,Bose,,,,https://loozaa.com/wp-content/uploads/2019/01/boseorange.jpg,,,simple,visible,"Electronics>Computer Accessories",#earphones|#mobileaccessories,5,"سماعات وايرلس لون برتقالي SoundSport",ShapoorTrdgLLC,Shapoor,LLC,0.0042,2.5,3,3.1,|||||||,,taxable
28052,"SoundSport Free Wireless Black","<p style=""direction: rtl; text-align: right;""><strong>سماعات وايرلس لون أسود SoundSport</strong>
رقم الموديل: 774373-0010
ملاحظات:
لاسلكية حقا لحرية الحركة الكاملة
يقدم أداء صوت مذهل واضح وفعال
براعم الأذن عرق ومقاومة للطقس (مع تصنيف IPX4)
توفر نصائح StayHear Plus Sport نوبة مريحة وآمنة
ما يصل إلى 5 ساعات من وقت التشغيل مع كل عملية شحن وما يصل إلى 10 ساعات إضافية مع حالة الشحن</p>
<p style=""text-align: left;""><strong>SoundSport Free Wireless Headphones Black</strong></p>
<p style=""text-align: left;"">Model number : 774373-0010</p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<p class=""jsx-2085878247 sectionHeading"" style=""text-align: left;""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Truly wireless for total freedom of movement</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Offers a stunning sound performance that is clear and powerful</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Ear-buds are sweat and weather resistant (with an IPX4 rating)</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">StayHear Plus Sport tips provide a comfortable and secure fit</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Up to 5 hours of play time with each charge and up to an additional 10 hours with the charging case</li>
</ul>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/soundsport-free-wireless-black/,0,,799,820,799,instock,5,Bose,,,,https://loozaa.com/wp-content/uploads/2019/01/boseblk-2.jpg|https://loozaa.com/wp-content/uploads/2019/01/boseblk-1.jpg,|,,simple,visible,"Electronics>Computer Accessories",#earphones|#mobileaccessories,5,"سماعات وايرلس لون أسود SoundSport",ShapoorTrdgLLC,Shapoor,LLC,0.0042,2.5,3,3.1,|||||||,,taxable
28056,"SoundSport Wireless Headphones Black","<p style=""direction: rtl; text-align: right;""><strong>سماعات وايرلس لون أسود SoundSport
</strong>ملاحظات:
مصممة لتناسب مريح
استمتع بجودة صوت أكثر ثراءً ووضوحًا وفوقًا
تصميم محمول يضمن التخزين المدمج</p>
<p style=""text-align: left;""><strong>SoundSport Wireless Headphones Black</strong></p>

<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"" style=""text-align: left;"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<div class=""jsx-2085878247 overviewSection"">
<p style=""text-align: left;""><strong>Highlights</strong></p>

<ul class=""jsx-2085878247 highlights"">
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Designed for a comfortable fit</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Enjoy richer, clear and superior sound quality</li>
 	<li class=""jsx-2085878247"" style=""text-align: left;"">Portable Design ensures compact storage</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","<strong>Mobile Accessories</strong>",2019-01-16,product,https://loozaa.com/product/soundsport-wireless-headphones-black/,0,,499,520,499,instock,5,Bose,,,,https://loozaa.com/wp-content/uploads/2019/01/blkq1-2.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkq1-1.jpg|https://loozaa.com/wp-content/uploads/2019/01/blkq1-3.jpg,||,,simple,visible,"Mobile Accessories>Charger &amp; Cableشواحن و كوابل|Mobile Accessories>Earphones &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp;سماعات اذن",#earphones|#mobileaccessories,5,"سماعات وايرلس لون أسود SoundSport",ShapoorTrdgLLC,Shapoor,LLC,,,,,|||||||,,taxable
